iter	Passed	Remaining
208	15337	58046
209	15418	58003
210	15490	57923
211	15564	57853
212	15636	57772
213	15704	57681
214	15775	57599
215	15845	57515
216	15924	57459
217	16003	57407
218	16076	57331
219	16144	57239
220	16212	57147
221	16278	57049
222	16351	56972
223	16411	56855
224	16488	56792
225	16562	56721
226	16635	56649
227	16706	56568
228	16781	56498
229	16849	56408
230	16932	56368
231	17011	56312
232	17085	56243
233	17156	56160
234	17225	56075
235	17295	55988
236	17366	55908
237	17434	55818
238	17511	55756
239	17587	55692
240	17657	55608
241	17726	55522
242	17806	55471
243	17879	55396
244	17954	55328
245	18035	55278
246	18110	55212
247	18181	55130
248	18254	55057
249	18325	54975
250	18394	54889
251	18465	54810
252	18547	54763
253	18616	54678
254	18687	54595
255	18753	54503
256	18824	54422
257	18895	54344
258	18966	54264
259	19044	54203
260	19121	54140
261	19188	54049
262	19260	53973
263	19327	53882
264	19394	53790
265	19463	53707
266	19533	53625
267	19612	53567
268	19683	53488
269	19754	53410
270	19824	53329
271	19896	53253
272	19969	53178
273	20051	53128
274	20129	53069
275	20223	53050
276	20301	52990
277	20375	52917
278	20442	52829
279	20516	52757
280	20585	52672
281	20665	52616
282	20733	52530
283	20805	52453
284	20877	52376
285	20946	52293
286	21013	52204
287	21091	52141
288	21168	52079
289	21238	51996
290	21309	51918
291	21386	51855
292	21458	51779
293	21529	51698
294	21599	51618
295	21679	51562
296	21747	51476
297	21814	51387
298	21888	51316
299	21956	51231
300	22023	51143
301	22095	51068
302	22176	51013
303	22257	50957
304	22347	50921
305	22421	50852
306	22495	50779
307	22566	50700
308	22635	50618
309	22720	50572
310	22796	50505
311	22870	50431
312	22942	50355
313	23016	50283
314	23090	50212
315	23172	50157
316	23252	50100
317	23325	50026
318	23395	49945
319	23469	49873
320	23545	49805
321	23618	49731
322	23694	49662
323	23772	49599
324	23840	49515
325	23913	49440
326	23983	49360
327	24051	49276
328	24120	49193
329	24195	49123
330	24279	49072
331	24360	49015
332	24428	48930
333	24501	48855
334	24575	48783
335	24643	48699
336	24710	48614
337	24783	48539
338	24863	48479
339	24934	48402
340	25011	48335
341	25079	48252
342	25152	48178
343	25225	48105
344	25303	48040
345	25379	47972
346	25449	47891
347	25519	47813
348	25586	47727
349	25654	47644
350	25724	47564
351	25796	47489
352	25869	47415
353	25935	47328
354	26003	47246
355	26073	47167
356	26145	47090
357	26216	47014
358	26294	46948
359	26375	46889
360	26450	46819
361	26522	46744
362	26591	46662
363	26656	46574
364	26727	46499
365	26797	46418
366	26880	46363
367	26952	46287
368	27022	46209
369	27087	46122
370	27156	46042
371	27227	45964
372	27297	45886
373	27392	45848
374	27472	45788
375	27542	45709
376	27613	45632
377	27682	45551
378	27752	45473
379	27820	45390
380	27895	45321
381	27976	45260
382	28044	45179
383	28114	45100
384	28182	45018
385	28257	44949
386	28328	44871
387	28410	44812
388	28489	44748
389	28590	44718
390	28660	44639
391	28732	44564
392	28801	44485
393	28869	44403
394	28935	44319
395	29019	44261
396	29085	44177
397	29156	44100
398	29229	44026
399	29308	43962
400	29376	43882
401	29455	43817
402	29535	43753
403	29610	43683
404	29691	43620
405	29761	43542
406	29834	43469
407	29903	43389
408	29973	43310
409	30058	43255
410	30129	43178
411	30203	43105
412	30276	43032
413	30346	42954
414	30416	42876
415	30502	42821
416	30581	42754
417	30660	42689
418	30729	42611
419	30798	42530
420	30871	42457
421	30941	42378
422	31015	42307
423	31104	42255
424	31177	42181
425	31248	42105
426	31319	42027
427	31388	41949
428	31463	41877
429	31544	41814
430	31621	41746
431	31690	41667
432	31761	41590
433	31833	41514
434	31904	41438
435	31972	41359
436	32045	41284
437	32179	41290
438	32251	41214
439	32320	41134
440	32390	41056
441	32460	40979
442	32533	40906
443	32605	40829
444	32682	40760
445	32756	40688
446	32825	40609
447	32894	40530
448	32962	40451
449	33033	40374
450	33102	40295
451	33174	40219
452	33257	40158
453	33331	40086
454	33406	40013
455	33481	39943
456	33555	39870
457	33626	39794
458	33702	39723
459	33778	39652
460	33852	39580
461	33925	39506
462	33996	39430
463	34071	39358
464	34143	39283
465	34215	39208
466	34310	39159
467	34382	39084
468	34452	39007
469	34529	38937
470	34604	38865
471	34680	38795
472	34764	38733
473	34847	38669
474	34920	38596
475	34994	38523
476	35070	38452
477	35143	38378
478	35216	38304
479	35290	38230
480	35384	38179
481	35452	38100
482	35525	38026
483	35594	37947
484	35668	37875
485	35739	37798
486	35819	37732
487	35895	37660
488	35969	37587
489	36038	37509
490	36108	37432
491	36177	37354
492	36247	37277
493	36317	37199
494	36405	37140
495	36483	37071
496	36557	36998
497	36634	36928
498	36696	36843
499	36769	36769
500	36855	36708
501	36934	36640
502	37006	36564
503	37089	36501
504	37179	36442
505	37253	36370
506	37321	36290
507	37393	36215
508	37504	36177
509	37581	36107
510	37657	36035
511	37726	35957
512	37799	35883
513	37870	35807
514	37941	35731
515	38024	35666
516	38117	35611
517	38207	35552
518	38281	35478
519	38350	35400
520	38422	35324
521	38513	35267
522	38583	35189
523	38652	35112
524	38728	35039
525	38820	34982
526	38898	34912
527	38983	34848
528	39065	34782
529	39155	34722
530	39236	34654
531	39311	34582
532	39389	34512
533	39472	34446
534	39565	34388
535	39638	34313
536	39709	34237
537	39775	34156
538	39843	34077
539	39912	33999
540	39986	33925
541	40073	33862
542	40153	33793
543	40222	33716
544	40296	33641
545	40363	33562
546	40442	33492
547	40513	33416
548	40592	33346
549	40682	33285
550	40752	33208
551	40820	33129
552	40888	33051
553	40962	32976
554	41033	32900
555	41110	32829
556	41192	32761
557	41269	32690
558	41343	32616
559	41412	32538
560	41488	32465
561	41559	32389
562	41636	32318
563	41720	32252
564	41789	32174
565	41854	32093
566	41921	32014
567	41991	31937
568	42059	31858
569	42135	31786
570	42215	31716
571	42284	31639
572	42352	31561
573	42420	31482
574	42492	31407
575	42560	31329
576	42632	31253
577	42721	31191
578	42788	31112
579	42861	31037
580	42935	30963
581	43003	30885
582	43072	30808
583	43141	30730
584	43219	30659
585	43299	30590
586	43370	30514
587	43443	30439
588	43518	30366
589	43586	30288
590	43656	30212
591	43725	30135
592	43813	30071
593	43881	29993
594	43950	29915
595	44019	29838
596	44091	29763
597	44164	29689
598	44240	29617
599	44321	29547
600	44395	29474
601	44467	29398
602	44542	29325
603	44617	29252
604	44699	29184
605	44770	29108
606	44865	29048
607	44931	28968
608	44999	28891
609	45066	28813
610	45137	28737
611	45203	28658
612	45272	28581
613	45351	28511
614	45436	28444
615	45513	28371
616	45580	28293
617	45647	28215
618	45715	28138
619	45786	28062
620	45853	27984
621	45944	27921
622	46018	27847
623	46092	27773
624	46162	27697
625	46233	27621
626	46303	27546
627	46382	27475
628	46469	27408
629	46545	27336
630	46622	27263
631	46694	27189
632	46772	27117
633	46846	27043
634	46918	26968
635	47000	26899
636	47074	26825
637	47142	26748
638	47209	26670
639	47275	26592
640	47343	26515
641	47415	26440
642	47498	26371
643	47588	26306
644	47675	26240
645	47741	26161
646	47809	26084
647	47880	26009
648	47948	25932
649	48044	25870
650	48119	25796
651	48191	25722
652	48263	25646
653	48335	25571
654	48408	25497
655	48486	25425
656	48566	25355
657	48651	25286
658	48723	25212
659	48794	25136
660	48864	25060
661	48935	24985
662	49006	24909
663	49100	24845
664	49173	24771
665	49242	24694
666	49310	24618
667	49377	24541
668	49450	24466
669	49527	24394
670	49610	24324
671	49694	24255
672	49765	24180
673	49834	24103
674	49901	24026
675	49971	23950
676	50039	23874
677	50107	23797
678	50191	23728
679	50263	23653
680	50333	23577
681	50405	23502
682	50483	23430
683	50551	23354
684	50632	23283
685	50711	23211
686	50786	23138
687	50858	23063
688	50926	22986
689	50998	22912
690	51072	22838
691	51145	22764
692	51243	22700
693	51313	22625
694	51382	22549
695	51454	22474
696	51526	22399
697	51596	22323
698	51664	22247
699	51742	22175
700	51823	22104
701	51894	22029
702	51961	21952
703	52030	21876
704	52113	21806
705	52184	21731
706	52252	21654
707	52348	21590
708	52420	21515
709	52489	21439
710	52559	21364
711	52624	21286
712	52690	21209
713	52764	21135
714	52841	21062
715	52909	20986
716	52977	20910
717	53045	20834
718	53112	20757
719	53178	20680
720	53244	20603
721	53308	20526
722	53409	20462
723	53475	20385
724	53543	20309
725	53611	20233
726	53676	20156
727	53741	20079
728	53823	20008
729	53903	19937
730	53971	19860
731	54038	19784
732	54104	19707
733	54170	19631
734	54234	19554
735	54301	19477
736	54370	19402
737	54481	19341
738	54554	19267
739	54627	19193
740	54694	19117
741	54766	19042
742	54837	18967
743	54921	18897
744	55001	18825
745	55074	18752
746	55143	18676
747	55208	18599
748	55277	18524
749	55351	18450
750	55424	18376
751	55523	18311
752	55592	18235
753	55666	18161
754	55737	18086
755	55811	18013
756	55879	17937
757	55960	17866
758	56041	17794
759	56119	17721
760	56192	17647
761	56261	17572
762	56331	17497
763	56407	17424
764	56486	17351
765	56578	17283
766	56649	17209
767	56717	17133
768	56786	17058
769	56859	16984
770	56927	16908
771	56998	16833
772	57080	16762
773	57172	16693
774	57249	16620
775	57320	16545
776	57388	16470
777	57461	16396
778	57527	16320
779	57598	16245
780	57711	16182
781	57781	16107
782	57847	16031
783	57915	15956
784	57980	15880
785	58046	15804
786	58122	15730
787	58207	15660
788	58287	15587
789	58356	15512
790	58427	15437
791	58496	15362
792	58561	15286
793	58629	15211
794	58726	15143
795	58800	15069
796	58870	14994
797	58939	14919
798	59005	14843
799	59072	14768
800	59140	14692
801	59220	14620
802	59298	14547
803	59383	14476
804	59470	14405
805	59547	14332
806	59617	14257
807	59687	14183
808	59789	14115
809	59860	14041
810	59926	13965
811	59992	13889
812	60057	13813
813	60121	13737
814	60197	13664
815	60272	13590
816	60346	13517
817	60422	13443
818	60493	13369
819	60558	13293
820	60626	13218
821	60692	13142
822	60758	13067
823	60847	12996
824	60917	12921
825	60994	12848
826	61065	12774
827	61135	12699
828	61206	12625
829	61281	12551
830	61361	12479
831	61443	12406
832	61519	12333
833	61599	12260
834	61672	12186
835	61745	12112
836	61818	12038
837	61907	11967
838	61975	11892
839	62046	11818
840	62119	11744
841	62185	11669
842	62252	11593
843	62319	11518
844	62401	11446
845	62485	11374
846	62553	11299
847	62621	11224
848	62688	11149
849	62757	11074
850	62829	11000
851	62910	10928
852	63020	10860
853	63094	10786
854	63162	10711
855	63237	10638
856	63310	10563
857	63392	10491
858	63474	10418
859	63550	10345
860	63619	10270
861	63686	10195
862	63752	10120
863	63826	10046
864	63893	9971
865	63961	9897
866	64055	9826
867	64128	9752
868	64196	9677
869	64269	9603
870	64338	9528
871	64414	9455
872	64482	9380
873	64557	9306
874	64635	9233
875	64704	9159
876	64771	9084
877	64838	9009
878	64906	8934
879	64973	8859
880	65041	8785
881	65180	8720
882	65254	8646
883	65323	8571
884	65395	8497
885	65465	8423
886	65538	8349
887	65610	8275
888	65690	8202
889	65775	8129
890	65845	8055
891	65915	7980
892	65980	7905
893	66050	7831
894	66120	7757
895	66195	7683
896	66312	7614
897	66418	7544
898	66518	7473
899	66625	7402
900	66726	7331
901	66821	7259
902	66945	7191
903	67047	7120
904	67155	7049
905	67247	6977
906	67364	6907
907	67453	6834
908	67552	6762
909	67648	6690
910	67740	6617
911	67830	6545
912	67913	6471
913	67989	6397
914	68075	6323
915	68182	6252
916	68278	6180
917	68398	6109
918	68479	6035
919	68567	5962
920	68669	5890
921	68775	5818
922	68870	5745
923	68955	5671
924	69033	5597
925	69108	5522
926	69182	5448
927	69269	5374
928	69367	5301
929	69501	5231
930	69598	5158
931	69693	5084
932	69786	5011
933	69890	4938
934	69997	4866
935	70088	4792
936	70173	4718
937	70265	4644
938	70354	4570
939	70437	4495
940	70512	4421
941	70626	4348
942	70705	4273
943	70780	4198
944	70860	4124
945	70935	4049
946	71012	3974
947	71090	3899
948	71168	3824
949	71240	3749
950	71310	3674
951	71397	3599
952	71466	3524
953	71541	3449
954	71646	3375
955	71721	3300
956	71799	3226
957	71890	3151
958	71987	3077
959	72080	3003
960	72172	2928
961	72259	2854
962	72355	2780
963	72452	2705
964	72551	2631
965	72640	2556
966	72759	2483
967	72827	2407
968	72898	2332
969	72965	2256
970	73037	2181
971	73105	2105
972	73176	2030
973	73258	1955
974	73343	1880
975	73414	1805
976	73484	1729
977	73552	1654
978	73622	1579
979	73689	1503
980	73764	1428
981	73854	1353
982	73932	1278
983	74002	1203
984	74072	1128
985	74147	1052
986	74219	977
987	74294	902
988	74381	827
989	74481	752
990	74579	677
991	74669	602
992	74760	527
993	74853	451
994	74985	376
995	75074	301
996	75162	226
997	75240	150
998	75311	75
999	75383	0
